Company,Rank,Year,Industry,Headquarters_state,Revenue_mil,profit_mil
Tractor Supply,291,2021,Specialty Retailers: Other,TN,10620,749
CSX,292,2021,Railroads,FL,10583,2765
Marriott International,293,2021,"Hotels, Casinos, Resorts",MD,10571,267
FirstEnergy,294,2021,Utilities: Gas and Electric,OH,10435,1079
BorgWarner,295,2021,Motor Vehicles & Parts,MI,10165,500
Jones Financial (Edward Jones),295,2021,Securities,MO,10165,1285
Republic Services,297,2021,Waste Management,AZ,10154,967
Henry Schein,298,2021,Wholesalers: Health Care,NY,10119,404
Expeditors Intl. of Washington,299,2021,Transportation and Logistics,WA,10117,696
Entergy,300,2021,Utilities: Gas and Electric,LA,10114,1388
Advance Auto Parts,301,2021,Specialty Retailers: Other,NC,10106,493
Assurant,302,2021,Insurance: Property and Casualty (Stock),NY,10095,442
Pacific Life,303,2021,"Insurance: Life, Health (Stock)",CA,10062,671
Lam Research,304,2021,Semiconductors and Other Electronic Components,CA,10045,2252
Boston Scientific,305,2021,Medical Products and Equipment,MA,9913,82
Altice USA,306,2021,Telecommunications,NY,9895,436
Norfolk Southern,307,2021,Railroads,VA,9789,2013
Sonic Automotive,308,2021,"Automotive Retailing, Services",NC,9767,51
Advanced Micro Devices,309,2021,Semiconductors and Other Electronic Components,CA,9763,2490
United States Steel,310,2021,Metals,PA,9741,1165
Markel,311,2021,Insurance: Property and Casualty (Stock),VA,9735,816
ODP,312,2021,Specialty Retailers: Other,FL,9710,319
AES,313,2021,Utilities: Gas and Electric,VA,9660,46
Molson Coors Beverage,314,2021,Beverages,IL,9654,949
J.B. Hunt Transport Services,315,2021,"Trucking, Truck Leasing",AR,9637,506
KKR,316,2021,Securities,NY,9630,2003
Hormel Foods,317,2021,Food Consumer Products,MN,9609,908
Public Service Enterprise Group,318,2021,Utilities: Gas and Electric,NJ,9603,1905
Steel Dynamics,319,2021,Metals,IN,9602,551
Dick's Sporting Goods,320,2021,Specialty Retailers: Other,PA,9584,530
Mohawk Industries,321,2021,"Home Equipment, Furnishings",GA,9552,516
Murphy USA,322,2021,Specialty Retailers: Other,AR,9504,386
Block,323,2021,Financial Data Services,CA,9498,213
Quest Diagnostics,324,2021,Health Care: Pharmacy and Other Services,NJ,9437,1431
Newell Brands,325,2021,"Home Equipment, Furnishings",GA,9385,770
Liberty Media,326,2021,Entertainment,CO,9363,1421
Huntington Ingalls Industries,327,2021,Aerospace & Defense,VA,9361,696
Cheniere Energy,328,2021,Energy,TX,9358,85
SpartanNash,329,2021,Wholesalers: Food and Grocery,MI,9349,76
Alcoa,330,2021,Metals,PA,9286,170
AGCO,331,2021,Construction and Farm Machinery,GA,9150,427
Voya Financial,332,2021,Diversified Financials,NY,9133,206
NRG Energy,333,2021,Energy,NJ,9093,510
Interpublic Group,334,2021,"Advertising, Marketing",NY,9061,351
Campbell Soup,335,2021,Food Consumer Products,NJ,9050,1628
Southwest Airlines,336,2021,Airlines,TX,9048,3074
News Corp.,337,2021,"Publishing, Printing",NY,9008,1269
Eversource Energy,338,2021,Utilities: Gas and Electric,MA,8904,1205
Alleghany,339,2021,Insurance: Property and Casualty (Stock),NY,8897,102
Air Products & Chemicals,340,2021,Chemicals,PA,8856,1887
Auto-Owners Insurance,341,2021,Insurance: Property and Casualty (Mutual),MI,8853,829
CenterPoint Energy,342,2021,Utilities: Gas and Electric,TX,8835,773
Reliance Steel & Aluminum,343,2021,Metals,CA,8812,369
EMCOR Group,344,2021,Engineering & Construction,CT,8797,133
Owens & Minor,345,2021,Wholesalers: Health Care,VA,8707,30
Mosaic,346,2021,Chemicals,FL,8682,666
Erie Insurance Group,347,2021,Insurance: Property and Casualty (Mutual),PA,8666,1173
Genworth Financial,348,2021,"Insurance: Life, Health (Stock)",VA,8658,178
Amphenol,349,2021,Network and Other Communications Equipment,CT,8599,1203
Builders FirstSource,350,2021,"Building Materials, Glass",TX,8559,314
Oneok,351,2021,Pipelines,OK,8542,613
United Rentals,352,2021,Equipment Leasing,CT,8530,890
Brighthouse Financial,353,2021,"Insurance: Life, Health (Stock)",NC,8503,1061
Regeneron Pharmaceuticals,354,2021,Pharmaceuticals,NY,8497,3513
Eastman Chemical,355,2021,Chemicals,TN,8473,478
CommScope Holding,356,2021,Network and Other Communications Equipment,NC,8436,573
Ryder System,357,2021,"Trucking, Truck Leasing",FL,8420,122
Fifth Third Bancorp,358,2021,Commercial Banks,OH,8402,1427
Constellation Brands,359,2021,Beverages,NY,8344,12
Insight Enterprises,360,2021,Information Technology Services,AZ,8341,173
Global Partners,361,2021,Wholesalers: Diversified,MA,8322,102
Univar Solutions,362,2021,Wholesalers: Diversified,IL,8265,53
Yum China Holdings,363,2021,Food Services,TX,8263,784
Targa Resources,364,2021,Pipelines,TX,8260,1554
Intercontinental Exchange,365,2021,Securities,GA,8244,2089
Andersons,366,2021,Food Production,OH,8208,8
Raymond James Financial,367,2021,Securities,FL,8168,818
Thor Industries,368,2021,Motor Vehicles & Parts,IN,8168,223
Thrivent Financial for Lutherans,369,2021,"Insurance: Life, Health (Mutual)",MN,8153,637
Hershey,370,2021,Food Consumer Products,PA,8150,1279
Casey's General Stores,371,2021,Specialty Retailers: Other,IA,8112,264
W.R. Berkley,372,2021,Insurance: Property and Casualty (Stock),CT,8099,531
Activision Blizzard,373,2021,Entertainment,CA,8086,2197
Western & Southern Financial Group,374,2021,"Insurance: Life, Health (Mutual)",OH,8058,204
American Tower,375,2021,Real Estate,MA,8042,1691
American Financial Group,376,2021,Insurance: Property and Casualty (Stock),OH,7909,732
Darden Restaurants,377,2021,Food Services,FL,7807,52
J.M. Smucker,378,2021,Food Consumer Products,OH,7801,780
Williams,379,2021,Pipelines,OK,7719,211
Intuit,380,2021,Computer Software,CA,7679,1826
Citizens Financial Group,381,2021,Commercial Banks,RI,7676,1057
PPL,382,2021,Utilities: Gas and Electric,PA,7607,1469
NVR,383,2021,Homebuilders,VA,7566,901
Westinghouse Air Brake Technologies,384,2021,Industrial Machinery,PA,7556,414
Foot Locker,385,2021,Specialty Retailers: Apparel,NY,7548,323
Cincinnati Financial,386,2021,Insurance: Property and Casualty (Stock),OH,7536,1216
Weyerhaeuser,387,2021,Forest and Paper Products,WA,7532,797
Westlake,388,2021,Chemicals,TX,7504,330
Navistar International,389,2021,Construction and Farm Machinery,IL,7503,347
Magellan Health,390,2021,Health Care: Insurance and Managed Care,AZ,7502,382
Booz Allen Hamilton Holding,391,2021,Information Technology Services,VA,7464,483
Autoliv,392,2021,Motor Vehicles & Parts,MI,7447,187
S&P Global,393,2021,Financial Data Services,NY,7442,2339
Global Payments,394,2021,Financial Data Services,GA,7424,585
Motorola Solutions,395,2021,Network and Other Communications Equipment,IL,7414,949
KeyCorp,396,2021,Commercial Banks,OH,7337,1343
Delek US Holdings,397,2021,Petroleum Refining,TN,7302,608
Masco,398,2021,"Home Equipment, Furnishings",MI,7289,1224
Graybar Electric,399,2021,Wholesalers: Diversified,MO,7266,122
WEC Energy Group,400,2021,Utilities: Gas and Electric,WI,7242,1200
Old Republic International,401,2021,Insurance: Property and Casualty (Stock),IL,7166,559
Frontier Communications,402,2021,Telecommunications,CT,7155,402
Chewy,403,2021,Internet Services and Retailing,FL,7146,93
PVH,404,2021,Apparel,NY,7133,1136
Asbury Automotive Group,405,2021,"Automotive Retailing, Services",GA,7132,254
Seaboard,406,2021,Food Production,KS,7126,283
Polaris,407,2021,Transportation Equipment,MN,7108,125
Dana,408,2021,Motor Vehicles & Parts,OH,7106,31
First American Financial,409,2021,Insurance: Property and Casualty (Stock),CA,7087,696
Cintas,410,2021,Diversified Outsourcing Services,OH,7085,876
Toll Brothers,411,2021,Homebuilders,PA,7078,447
Science Applications International,412,2021,Information Technology Services,VA,7056,209
Owens Corning,413,2021,"Building Materials, Glass",OH,7055,383
Zimmer Biomet Holdings,414,2021,Medical Products and Equipment,IN,7025,139
Xerox Holdings,415,2021,"Computers, Office Equipment",CT,7022,192
Arthur J. Gallagher,416,2021,Diversified Financials,IL,7004,819
Avery Dennison,417,2021,"Packaging, Containers",CA,6972,556
Sanmina,418,2021,Semiconductors and Other Electronic Components,CA,6960,140
Jefferies Financial Group,419,2021,Diversified Financials,NY,6956,775
Beacon Roofing Supply,420,2021,Wholesalers: Diversified,VA,6944,81
Securian Financial Group,421,2021,"Insurance: Life, Health (Stock)",MN,6870,243
Oshkosh,422,2021,Construction and Farm Machinery,WI,6857,325
FM Global,423,2021,Insurance: Property and Casualty (Stock),RI,6798,1732
Booking Holdings,424,2021,Internet Services and Retailing,CT,6796,59
Williams-Sonoma,425,2021,Specialty Retailers: Other,CA,6783,681
Coty,426,2021,Household and Personal Products,NY,6738,1007
Clorox,427,2021,Household and Personal Products,CA,6721,939
Pioneer Natural Resources,428,2021,"Mining, Crude-Oil Production",TX,6685,200
Dover,429,2021,Industrial Machinery,IL,6684,684
CMS Energy,430,2021,Utilities: Gas and Electric,MI,6680,755
Zoetis,431,2021,Pharmaceuticals,NJ,6675,1638
Hanesbrands,432,2021,Apparel,NC,6664,76
Packaging Corp. of America,433,2021,"Packaging, Containers",IL,6658,461
Regions Financial,434,2021,Commercial Banks,AL,6655,1094
Graphic Packaging Holding,435,2021,"Packaging, Containers",GA,6560,167
UGI,436,2021,Energy,PA,6559,532
Sprouts Farmers Market,437,2021,Food & Drug Stores,AZ,6469,288
Avantor,438,2021,"Scientific, Photographic and Control Equipment",PA,6394,117
Veritiv,439,2021,Wholesalers: Diversified,GA,6346,34
Rockwell Automation,440,2021,"Electronics, Electrical Equipment",WI,6330,1023
MasTec,441,2021,Engineering & Construction,FL,6321,323
DCP Midstream,442,2021,Pipelines,CO,6302,306
Northern Trust,443,2021,Commercial Banks,IL,6301,1209
M&T Bank,444,2021,Commercial Banks,NY,6281,1353
Anywhere Real Estate,445,2021,Real Estate,NJ,6221,360
NCR,446,2021,"Computers, Office Equipment",GA,6207,79
T. Rowe Price,447,2021,Securities,MD,6207,2373
Vertex Pharmaceuticals,448,2021,Pharmaceuticals,MA,6206,2712
Big Lots,449,2021,Specialty Retailers: Other,OH,6199,629
Ralph Lauren,450,2021,Apparel,NY,6160,384
Ulta Beauty,451,2021,Specialty Retailers: Other,IL,6152,176
Taylor Morrison Home,452,2021,Homebuilders,AZ,6129,243
Icahn Enterprises,453,2021,Diversified Financials,FL,6123,1653
Blackstone,454,2021,Diversified Financials,NY,6102,1045
O-I Glass,455,2021,"Packaging, Containers",OH,6091,249
Fortune Brands Innovations,456,2021,"Home Equipment, Furnishings",IL,6090,553
NOV,457,2021,"Oil and Gas Equipment, Services",TX,6090,2542
Ovintiv,458,2021,"Mining, Crude-Oil Production",CO,6087,6097
Alexion Pharmaceuticals,459,2021,Pharmaceuticals,MA,6070,603
Huntsman,460,2021,Chemicals,TX,6025,1034
Equinix,461,2021,Real Estate,CA,5999,370
ABM Industries,462,2021,Diversified Outsourcing Services,NY,5988,0
Ingredion,463,2021,Food Production,IL,5987,348
Chipotle Mexican Grill,464,2021,Food Services,CA,5985,356
Sinclair Broadcast Group,465,2021,Entertainment,MD,5943,2414
LPL Financial Holdings,466,2021,Securities,CA,5872,473
Crown Castle,467,2021,Real Estate,TX,5840,1056
KLA,468,2021,Semiconductors and Other Electronic Components,CA,5806,1217
Ameren,469,2021,Utilities: Gas and Electric,MO,5794,871
KBR,470,2021,Engineering & Construction,TX,5767,72
Burlington Stores,471,2021,Specialty Retailers: Apparel,NJ,5764,217
Olin,472,2021,Chemicals,MO,5758,970
CACI International,473,2021,Information Technology Services,VA,5720,322
Post Holdings,474,2021,Food Consumer Products,MO,5699,1
Academy Sports and Outdoors,475,2021,Specialty Retailers: Other,TX,5689,309
Arconic,476,2021,Metals,PA,5675,109
Celanese,477,2021,Chemicals,TX,5655,1985
Yum Brands,478,2021,Food Services,KY,5652,904
Fastenal,479,2021,Wholesalers: Diversified,MN,5647,859
Nasdaq,480,2021,Securities,NY,5627,933
Analog Devices,481,2021,Semiconductors and Other Electronic Components,MA,5603,1221
McCormick,482,2021,Food Consumer Products,MD,5601,747
Carvana,483,2021,"Automotive Retailing, Services",AZ,5587,171
Franklin Resources,484,2021,Securities,CA,5567,799
Electronic Arts,485,2021,Entertainment,CA,5537,3039
MDU Resources Group,486,2021,Energy,ND,5533,390
Select Medical Holdings,487,2021,Health Care: Medical Facilities,PA,5532,259
Roper Technologies,488,2021,"Scientific, Photographic and Control Equipment",FL,5527,950
RPM International,489,2021,Chemicals,OH,5507,304
Cerner,490,2021,Health Care: Pharmacy and Other Services,MO,5506,780
Patterson,491,2021,Wholesalers: Health Care,MN,5490,588
Commercial Metals,492,2021,Metals,TX,5477,280
Boise Cascade,493,2021,Wholesalers: Diversified,ID,5475,175
Hasbro,494,2021,"Toys, Sporting Goods",RI,5465,223
A-Mark Precious Metals,495,2021,Miscellaneous,CA,5461,31
Camping World Holdings,496,2021,"Automotive Retailing, Services",IL,5447,122
NetApp,497,2021,"Computers, Office Equipment",CA,5412,819
Avis Budget Group,498,2021,"Automotive Retailing, Services",NJ,5402,684
R.R. Donnelley & Sons,499,2021,"Publishing, Printing",IL,5399,99
Moody's,500,2021,Financial Data Services,NY,5371,1778
Walmart,1,2022,General Merchandisers,AR,572754,13673
Amazon,2,2022,Internet Services and Retailing,WA,469822,33364
Apple,3,2022,"Computers, Office Equipment",CA,365817,94680
CVS Health,4,2022,Health Care: Pharmacy and Other Services,RI,292111,7910
UnitedHealth Group,5,2022,Health Care: Insurance and Managed Care,MN,287597,17285
Exxon Mobil,6,2022,Petroleum Refining,TX,285640,23040
Berkshire Hathaway,7,2022,Insurance: Property and Casualty (Stock),NE,276094,89795
Alphabet,8,2022,Internet Services and Retailing,CA,257637,76033
McKesson,9,2022,Wholesalers: Health Care,TX,238228,4539
AmerisourceBergen,10,2022,Wholesalers: Health Care,PA,213989,1540
Costco Wholesale,11,2022,General Merchandisers,WA,195929,5007
Cigna,12,2022,Health Care: Pharmacy and Other Services,CT,174078,5365
AT&T,13,2022,Telecommunications,TX,168864,20081
Microsoft,14,2022,Computer Software,WA,168088,61271
Cardinal Health,15,2022,Wholesalers: Health Care,OH,162467,611
Chevron,16,2022,Petroleum Refining,CA,162465,15625
Home Depot,17,2022,Specialty Retailers: Other,GA,151157,16433
Walgreens Boots Alliance,18,2022,Food & Drug Stores,IL,148579,2542
Marathon Petroleum,19,2022,Petroleum Refining,OH,141032,9738
Elevance Health,20,2022,Health Care: Insurance and Managed Care,IN,138639,6104
Kroger,21,2022,Food & Drug Stores,OH,137888,1655
Ford Motor,22,2022,Motor Vehicles & Parts,MI,136341,17937
Verizon Communications,23,2022,Telecommunications,NY,133613,22065
JPMorgan Chase,24,2022,Commercial Banks,NY,127202,48334
General Motors,25,2022,Motor Vehicles & Parts,MI,127004,10019
Centene,26,2022,Health Care: Insurance and Managed Care,MO,125982,1347
Meta Platforms,27,2022,Internet Services and Retailing,CA,117929,39370
Comcast,28,2022,Telecommunications,PA,116385,14159
Phillips 66,29,2022,Petroleum Refining,TX,114852,1317
Valero Energy,30,2022,Petroleum Refining,TX,108332,930
Dell Technologies,31,2022,"Computers, Office Equipment",TX,106995,5563
Target,32,2022,General Merchandisers,MN,106005,6946
Fannie Mae,33,2022,Diversified Financials,DC,101543,22176
UPS,34,2022,"Mail, Package, and Freight Delivery",GA,97287,12890
Lowe's,35,2022,Specialty Retailers: Other,NC,96250,8442
Bank of America,36,2022,Commercial Banks,NC,93851,31978
Johnson & Johnson,37,2022,Pharmaceuticals,NJ,93775,20878
Archer Daniels Midland,38,2022,Food Production,IL,85249,2709
FedEx,39,2022,"Mail, Package, and Freight Delivery",TN,83959,5231
Humana,40,2022,Health Care: Insurance and Managed Care,KY,83064,2933
Wells Fargo,41,2022,Commercial Banks,CA,82407,21548
State Farm Insurance,42,2022,Insurance: Property and Casualty (Mutual),IL,82225,1281
Pfizer,43,2022,Pharmaceuticals,NY,81288,21979
Citigroup,44,2022,Commercial Banks,NY,79865,21952
PepsiCo,45,2022,Food Consumer Products,NY,79474,7618
Intel,46,2022,Semiconductors and Other Electronic Components,CA,79024,19868
Procter & Gamble,47,2022,Household and Personal Products,OH,76118,14306
General Electric,48,2022,Industrial Machinery,MA,74196,6520
IBM,49,2022,Information Technology Services,NY,72344,5743
MetLife,50,2022,"Insurance: Life, Health (Stock)",NY,71080,6554
Prudential Financial,51,2022,"Insurance: Life, Health (Stock)",NJ,70934,7724
Albertsons,52,2022,Food & Drug Stores,ID,69690,850
Walt Disney,53,2022,Entertainment,CA,67418,1995
Energy Transfer,54,2022,Pipelines,TX,67417,5470
Lockheed Martin,55,2022,Aerospace & Defense,MD,67044,6315
Freddie Mac,56,2022,Diversified Financials,VA,65898,12109
Goldman Sachs Group,57,2022,Commercial Banks,NY,64989,21635
Raytheon Technologies,58,2022,Aerospace & Defense,MA,64388,3864
HP,59,2022,"Computers, Office Equipment",CA,63487,6503
Boeing,60,2022,Aerospace & Defense,IL,62286,4202
Morgan Stanley,61,2022,Commercial Banks,NY,61121,15034
HCA Healthcare,62,2022,Health Care: Medical Facilities,TN,58752,6956
AbbVie,63,2022,Pharmaceuticals,IL,56197,11542
Dow,64,2022,Chemicals,MI,54968,6311
Tesla,65,2022,Motor Vehicles & Parts,TX,53823,5519
Allstate,66,2022,Insurance: Property and Casualty (Stock),IL,53228,1599
AIG,67,2022,Insurance: Property and Casualty (Stock),NY,52057,9388
Best Buy,68,2022,Specialty Retailers: Other,MN,51761,2454
Charter Communications,69,2022,Telecommunications,CT,51682,4654
Sysco,70,2022,Wholesalers: Food and Grocery,TX,51298,524
Merck,71,2022,Pharmaceuticals,NJ,51216,13049
New York Life Insurance,72,2022,"Insurance: Life, Health (Mutual)",NY,51199,277
Caterpillar,73,2022,Construction and Farm Machinery,IL,50971,6489
Cisco Systems,74,2022,Network and Other Communications Equipment,CA,49818,10591
